timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2024-01-04 20:21:00,44051.1,44062.91,44030.0,44062.9,21.63923,2024-01-04 20:21:59.999,953110.9534502,879,9.5615,421161.3988284,0
2024-01-04 20:22:00,44062.91,44062.91,44030.0,44030.01,27.79371,2024-01-04 20:22:59.999,1224193.7899065,927,11.81464,520357.2841294,0
2024-01-04 20:23:00,44030.0,44062.94,44030.0,44051.11,23.43607,2024-01-04 20:23:59.999,1032374.4058902,736,12.63846,556700.3159715,0
2024-01-04 20:24:00,44051.11,44061.99,44032.28,44032.29,15.64765,2024-01-04 20:24:59.999,689281.0442235,628,7.71964,340062.618258,0
2024-01-04 20:25:00,44032.28,44079.73,44032.28,44042.71,29.71444,2024-01-04 20:25:59.999,1309152.8427724,1016,18.55231,817339.7077146,0
2024-01-04 20:26:00,44042.71,44042.71,43977.94,43983.39,19.02624,2024-01-04 20:26:59.999,837246.7393895,936,6.41673,282327.2524447,0
2024-01-04 20:27:00,43983.4,44042.83,43983.39,44042.82,17.17695,2024-01-04 20:27:59.999,755867.2947034,795,13.10065,576477.8840975,0
2024-01-04 20:28:00,44042.82,44042.83,44021.88,44021.89,15.46582,2024-01-04 20:28:59.999,681004.4846746,583,7.44876,327985.1008426,0
2024-01-04 20:29:00,44021.88,44071.1,44021.88,44071.09,24.79773,2024-01-04 20:29:59.999,1092314.9777857,844,17.00776,749150.5248532,0
2024-01-04 20:30:00,44071.1,44088.85,44065.43,44087.14,21.93525,2024-01-04 20:30:59.999,966852.4996326,1094,10.87374,479273.002823,0
